Fight_ID,B_fighter,B_current_streak,B_avg_SIG_STR_landed,B_avg_opp_SIG_STR_landed,B_total_time_fought(seconds),B_Stance,B_Height_cms,B_Reach_cms,B_age,B_Record,B_Takedown_Diff
2895,Roy Nelson,1,18.5,43.58333333,501.9166667,Orthodox,182.88,182.88,38,,
2894,Takanori Gomi,1,44.5,46.25,601.375,Southpaw,170.18,177.8,35,,
2893,Amir Sadollah,-1,57.9,41.2,701.8,Orthodox,177.8,187.96,34,,
2892,Rin Nakai,0,,,,Orthodox,154.94,152.4,27,,
2891,Richard Walsh,1,71,12,900,,182.88,185.42,25,,
2890,Jon Delos Reyes,-1,9,1,133,Orthodox,167.64,170.18,27,,
2889,Masanori Kanehara,0,,,,Orthodox,170.18,170.18,31,,
2888,Sam Sicilia,1,26.66666667,32.66666667,557.5,Orthodox,172.72,170.18,28,,
2887,Takenori Sato,-1,0,18,52,Southpaw,177.8,180.34,29,,
2886,Kyung Ho Kang,1,33,20,877.6666667,Orthodox,175.26,185.42,27,,
2885,Johnny Case,0,,,,Orthodox,177.8,182.88,25,,
2884,Dan Hooker,1,12,1,214,Switch,182.88,190.5,24,,
2883,Andrei Arlovski,4,20.2,16.13333333,436.1333333,Orthodox,190.5,195.58,35,,
2882,Piotr Hallmann,1,54.66666667,44.66666667,727,Orthodox,175.26,180.34,27,,
2881,Efrain Escudero,-3,29,26.28571429,754.2857143,Orthodox,175.26,177.8,28,,
2880,Wendell Oliveira,0,,,,Orthodox,177.8,182.88,31,,
2879,Russell Doane,2,33.5,22,749.5,Orthodox,170.18,177.8,28,,
2878,Larissa Pacheco,0,,,,Orthodox,170.18,175.26,20,,
2877,Dashon Johnson,-1,11,60,796,Orthodox,170.18,177.8,26,,
2876,George Sullivan,1,61,51,900,Orthodox,182.88,185.42,33,,
2875,Leandro Silva,-1,50,33,900,Orthodox,175.26,182.88,28,,
2874,Sean Spencer,-1,68.5,63.75,858.25,,177.8,190.5,27,,
2873,Johnny Bedford,-3,35.4,11.8,407.8,Orthodox,177.8,180.34,31,,
2872,Gegard Mousasi,1,44.66666667,16.33333333,879,Orthodox,187.96,193.04,29,,
2871,Ben Rothwell,1,23.66666667,34.83333333,550.5,Orthodox,193.04,198.12,32,,
2870,Derrick Lewis,2,14,5.5,236.5,Orthodox,190.5,200.66,29,,
2869,Michael Chiesa,2,12.8,13.4,503.2,Southpaw,185.42,190.5,26,,
2868,Justin Scoggins,-1,37.33333333,15,694.3333333,Southpaw,170.18,167.64,22,,
2867,Rodrigo Damm,-1,48.4,56.8,746.4,Orthodox,170.18,180.34,34,,
2866,Chris Camozzi,-3,46.45454545,36.27272727,726.4545455,Orthodox,187.96,193.04,27,,
2865,Tateki Matsuda,0,,,,Orthodox,170.18,165.1,28,,
2864,Chas Skelly,1,10.5,14,527.5,Orthodox,180.34,182.88,29,,
2863,Joe Soto,0,,,,Orthodox,167.64,165.1,27,,
2862,Danny Castillo,1,33.5,20.9,727.9,Orthodox,175.26,180.34,35,,
2861,Shayna Baszler,0,,,,Orthodox,170.18,170.18,34,,
2860,Diego Ferreira,1,7,2,38,Orthodox,175.26,187.96,29,,
2859,Damon Jackson,0,,,,Switch,180.34,180.34,26,,
2858,Derek Brunson,-1,26.66666667,33.33333333,583.6666667,Southpaw,185.42,195.58,30,,
2857,Anthony Hamilton,-1,6,10,138,Orthodox,195.58,193.04,34,,
2856,Cain Carrizosa,0,,,,Orthodox,172.72,187.96,28,,
2855,Rafael Dos Anjos,1,31.26666667,29.6,713,Southpaw,172.72,177.8,29,,
2854,Jordan Mein,1,33,24,514,Orthodox,182.88,185.42,24,,
2853,Thales Leites,3,21.72727273,29.27272727,680,Orthodox,185.42,198.12,32,,
2852,Clay Collard,0,,,,Orthodox,180.34,185.42,21,,
2851,Valmir Lazaro,0,,,,Orthodox,182.88,185.42,29,,
2850,Tom Niinimaki,-1,12,10,577.5,Orthodox,175.26,175.26,32,,
2849,Alex Garcia,2,35,29.5,471.5,Orthodox,175.26,182.88,27,,
2848,Anthony Rocco Martin,-1,18,46,900,Orthodox,182.88,185.42,24,,
2847,Matt Hobar,-1,7,24,167,Southpaw,177.8,177.8,27,,
2846,Chris Heatherly,0,,,,Orthodox,175.26,172.72,26,,
2845,Joby Sanchez,0,,,,Orthodox,167.64,172.72,23,,
2844,Cung Le,2,31.66666667,35.33333333,542,Southpaw,175.26,175.26,42,,
2843,Dong Hyun Kim,4,25.46153846,18.84615385,707.1538462,Southpaw,187.96,193.04,32,,
2842,Brendan O'Reilly,0,,,,Orthodox,170.18,175.26,27,,
2841,Jianping Yang,0,,,,Orthodox,170.18,165.1,25,,
2840,Danny Mitchell,-1,18,12,900,Orthodox,187.96,187.96,28,,
2839,Shinsho Anzai,0,,,,Orthodox,170.18,177.8,28,,
2838,Ulka Sasaki,0,,,,Southpaw,177.8,180.34,24,,
2837,Colby Covington,0,,,,Orthodox,180.34,182.88,26,,
2836,Royston Wee,1,8,25,900,Orthodox,170.18,170.18,27,,
2835,Milana Dudieva,0,,,,Orthodox,160.02,154.94,25,,
2834,Ovince Saint Preux,4,17,13.5,319.75,Southpaw,190.5,203.2,31,,
2833,Ross Pearson,-2,46.16666667,34.16666667,685.3333333,Orthodox,172.72,175.26,29,,
2832,Brad Tavares,-1,43,36.22222222,828.8888889,Orthodox,185.42,187.96,26,,
2831,Alan Jouban,0,,,,Southpaw,182.88,185.42,32,,
2830,Jack May,-1,5,22,263,Switch,203.2,200.66,33,,
2829,Robert Peralta,2,46.33333333,35.5,674.8333333,Orthodox,172.72,180.34,28,,
2828,Zach Makovsky,2,30,25,900,Southpaw,162.56,162.56,31,,
2827,Lauren Murphy,0,,,,Orthodox,170.18,170.18,31,,
2826,Sam Alvey,0,,,,Southpaw,187.96,190.5,28,,
2825,Frankie Saenz,0,,,,Orthodox,167.64,167.64,34,,
2824,Matt Brown,7,34.94117647,19.58823529,507.7058824,Orthodox,182.88,190.5,33,,
2823,Rogerio Nogueira,2,27.83333333,22.66666667,651.8333333,Southpaw,187.96,190.5,38,,
2822,Dennis Bermudez,6,53.42857143,38,707.2857143,Orthodox,167.64,167.64,27,,
2821,Bobby Green,3,51.33333333,29,665,Orthodox,177.8,180.34,27,,
2820,Jorge Masvidal,1,45.25,32.75,824.75,Orthodox,180.34,187.96,29,,
2819,Patrick Cummins,1,20,10.5,263.5,Orthodox,187.96,193.04,33,,
2818,Tim Means,-3,44,27.4,733.2,Orthodox,187.96,190.5,30,,
2817,Brian Ortega,0,,,,Switch,172.72,175.26,23,,
2816,Tiago Trator,0,,,,Orthodox,175.26,177.8,27,,
2815,Gilbert Burns,0,,,,Orthodox,177.8,180.34,28,,
2814,Joanna Jedrzejczyk,0,,,,Orthodox,167.64,165.1,26,,
2813,Noad Lahat,-1,11,5,159,Orthodox,175.26,175.26,30,,
2812,Diego Brandao,-1,23.66666667,34.83333333,582,Orthodox,170.18,172.72,27,,
2811,Zak Cummings,2,16.5,14.5,579.5,Southpaw,182.88,190.5,29,,
2810,Ian McCall,1,62.5,66.25,900,Orthodox,165.1,162.56,30,,
2809,Naoyuki Kotani,-2,10.5,24.5,662,Southpaw,172.72,167.64,32,,
2808,Chris Dempsey,0,,,,Orthodox,177.8,182.88,26,,
2807,Phil Harris,-2,15,18.75,415.5,Orthodox,162.56,162.56,30,,
2806,Mike King,0,,,,,190.5,190.5,30,,
2805,Trevor Smith,-1,49,36,615,Orthodox,190.5,190.5,33,,
2804,Nikita Krylov,-1,19,10.33333333,269.3333333,Orthodox,190.5,195.58,22,,
2803,Joshua Sampo,-1,23.5,26,735.5,Orthodox,162.56,162.56,29,,
2802,Jim Miller,2,26,23.41176471,614.5294118,Southpaw,172.72,180.34,30,,
2801,Evan Dunham,-2,58.41666667,43,704.9166667,Southpaw,177.8,177.8,32,,
2800,Leonardo Mafra,-1,33,68,641,Orthodox,177.8,177.8,25,,
2799,Joe Proctor,1,32.66666667,29.33333333,639.6666667,Orthodox,177.8,182.88,28,,
2798,Alptekin Ozkilic,-1,43.5,62.5,900,Orthodox,165.1,165.1,28,,
2797,Alex White,1,20,10,88,Southpaw,182.88,180.34,25,,
2796,Pat Healy,-5,40.2,48.2,739.8,Orthodox,182.88,187.96,30,,
2795,Leslie Smith,-1,79,202,900,Orthodox,175.26,167.64,31,,
2794,Aljamain Sterling,1,46,18,900,Orthodox,170.18,180.34,24,,
2793,Jerrod Sanders,0,,,,Orthodox,172.72,182.88,34,,
2792,Tina Lahdemaki,0,,,,Orthodox,157.48,157.48,26,,
2791,BJ Penn,-3,39,41.13636364,828.6818182,Orthodox,175.26,177.8,35,,
2790,Matt Van Buren,0,,,,,195.58,193.04,28,,
2789,Eddie Gordon,0,,,,Orthodox,182.88,193.04,30,,
2788,Guto Inocente,0,,,,Orthodox,190.5,195.58,28,,
2787,Dustin Ortiz,1,45.33333333,32.66666667,866.3333333,Orthodox,165.1,165.1,25,,
2786,Kevin Lee,-1,39,49,900,Orthodox,175.26,195.58,21,,
2785,Leandro Issa,-1,17,43,599,Orthodox,170.18,175.26,30,,
2784,Juan Puig,0,,,,Orthodox,175.26,182.88,25,,
2783,Daniel Spohn,0,,,,Southpaw,193.04,200.66,29,,
2782,Alexis Dufresne,0,,,,Orthodox,175.26,172.72,23,,
2781,Keith Berish,0,,,,Orthodox,182.88,185.42,28,,
2780,Lyoto Machida,2,30.94117647,16.94117647,730.8235294,Southpaw,185.42,187.96,36,,
2779,Alexis Davis,3,49,41.33333333,900,Orthodox,167.64,172.72,29,,
2778,Thiago Santos,1,3.5,1.5,50,Orthodox,187.96,193.04,30,,
2777,Russell Doane,1,43,17,599,Orthodox,170.18,177.8,27,,
2776,Alex Caceres,2,48.22222222,24.11111111,717.3333333,Southpaw,177.8,185.42,26,,
2775,Ildemar Alcantara,1,31.25,32.75,789.75,Orthodox,187.96,198.12,31,,
2774,Bruno Santos,-1,12,17,900,Orthodox,175.26,175.26,26,,
2773,Rob Font,0,,,,Orthodox,172.72,180.34,27,,
2772,Guilherme Vasconcelos,0,,,,Orthodox,182.88,187.96,28,,
2771,Bubba Bush,0,,,,Orthodox,182.88,185.42,28,,
2770,Jeremy Stephens,3,30.83333333,26.27777778,687.8333333,Orthodox,172.72,180.34,28,,
2769,Nico Musoke,2,28.5,22,543.5,Orthodox,182.88,190.5,28,,
2768,Andrew Craig,-1,33.8,36.6,744.8,Orthodox,185.42,193.04,28,,
2767,Hacran Dias,-1,29.5,30.5,900,Orthodox,172.72,175.26,30,,
2766,Antonio Braga Neto,1,6,5,112,Orthodox,190.5,195.58,26,,
2765,James Moontasri,0,,,,Switch,177.8,180.34,26,,
2764,Diego Ferreira,0,,,,Orthodox,175.26,187.96,29,,
2763,Cody Gibson,-1,18,46,900,Orthodox,177.8,180.34,26,,
2762,Andy Enz,-1,69,72,900,Orthodox,190.5,198.12,22,,
2761,Shane Howell,0,,,,Orthodox,172.72,175.26,30,,
2760,Anthony Hamilton,0,,,,Orthodox,195.58,193.04,34,,
2759,Nate Marquardt,-2,25.125,13.375,546.875,Orthodox,182.88,187.96,35,,
2758,Jared Rosholt,2,33.5,14,900,Orthodox,187.96,190.5,27,,
2757,Charles Oliveira,1,19.9,19.8,387.9,Orthodox,177.8,187.96,24,,
2756,Mike Rhodes,-1,51,61,900,Orthodox,185.42,187.96,24,,
2755,Dashon Johnson,0,,,,Orthodox,170.18,177.8,26,,
2754,Roldan Sangcha-an,0,,,,Orthodox,162.56,165.1,23,,
2753,Vik Grujic,-1,4,48,900,Orthodox,180.34,185.42,37,,
2752,Rodrigo de Lima,0,,,,Orthodox,170.18,190.5,23,,
2751,Ian Entwistle,0,,,,Orthodox,165.1,162.56,27,,
2750,Sean O'Connell,-1,15,20,267,Orthodox,185.42,187.96,30,,
2749,Ali Bagautinov,3,43.33333333,34,869.3333333,Orthodox,162.56,165.1,29,,
2748,Tyron Woodley,2,27.75,25,408.5,Orthodox,175.26,187.96,32,,
2747,Rafael Feijao,1,20,23,173.5,Orthodox,185.42,185.42,34,,
2746,Brendan Schaub,2,21.33333333,15,385.3333333,Orthodox,193.04,198.12,31,,
2745,Ryan Jimmo,1,31.4,24.8,531,Orthodox,185.42,185.42,32,,
2744,Kiichi Kunimoto,1,12,10,177,Orthodox,177.8,180.34,33,,
2743,Elizabeth Phillips,0,,,,Orthodox,167.64,165.1,27,,
2742,Mike Easton,-3,51.5,61.16666667,848.6666667,Southpaw,167.64,177.8,30,,
2741,Tae Hyun Bang,-1,26,33,900,Switch,175.26,180.34,31,,
2740,Michinori Tanaka,0,,,,Orthodox,165.1,170.18,23,,
2739,Josh Shockley,0,,,,Orthodox,185.42,187.96,24,,
2738,Rustam Khabilov,3,16,14,395.6666667,Orthodox,172.72,185.42,27,,
2737,Ross Pearson,-1,45.72727273,34.27272727,665.8181818,Orthodox,172.72,175.26,29,,
2736,John Moraga,1,33.75,39.25,805,Orthodox,167.64,167.64,30,,
2735,Jason High,2,4.5,10.25,493,Southpaw,172.72,180.34,32,,
2734,Piotr Hallmann,-1,54,53.5,715,Orthodox,175.26,180.34,26,,
2733,Bryan Caraway,1,28.5,40.5,750.25,Orthodox,172.72,172.72,29,,
2732,Sergio Pettis,-1,65,47,889.5,Orthodox,167.64,175.26,20,,
2731,Lance Benoist,-2,55,41.66666667,900,Southpaw,180.34,185.42,25,,
2730,Danny Martinez,-1,33,73,900,Orthodox,167.64,170.18,28,,
2729,Jake Lindsey,0,,,,Switch,180.34,180.34,27,,
2728,Roger Narvaez,0,,,,Southpaw,190.5,200.66,30,,
2727,Fabio Maldonado,3,84.85714286,54.85714286,821.1428571,Orthodox,185.42,190.5,34,,
2726,Antonio Carlos Junior,0,,,,Orthodox,187.96,200.66,24,,
2725,Warlley Alves,0,,,,Orthodox,180.34,182.88,23,,
2724,Alexander Yakovlev,0,,,,Southpaw,190.5,187.96,29,,
2723,Robert Peralta,1,45.4,36.6,629.8,Orthodox,172.72,180.34,28,,
2722,Rashid Magomedov,1,46,18,900,Orthodox,175.26,177.8,29,,
2721,Ernest Chavez,1,28,26,900,Orthodox,172.72,177.8,30,,
2720,Gasan Umalatov,-1,34,71,900,Orthodox,180.34,180.34,31,,
2719,Mark Eddiva,1,49,12,900,Orthodox,172.72,172.72,28,,
2718,Wagner Silva,0,,,,Orthodox,182.88,180.34,27,,
2717,Richardson Moreira,0,,,,Orthodox,187.96,182.88,30,,
2716,Matt Hobar,0,,,,Southpaw,177.8,177.8,27,,
2715,Gegard Mousasi,-1,58,23,1200,Orthodox,187.96,193.04,28,,
2714,CB Dollaway,1,19.92307692,15.53846154,453.8461538,Orthodox,187.96,193.04,30,,
2713,Sean Strickland,1,20,4,273,Orthodox,185.42,193.04,23,,
2712,Niklas Backstrom,0,,,,Orthodox,185.42,187.96,24,,
2711,Drew Dober,-1,61,105,900,Southpaw,172.72,177.8,25,,
2710,Krzysztof Jotko,1,17,12,900,Southpaw,185.42,195.58,24,,
2709,Iuri Alcantara,1,27.14285714,22.14285714,683.1428571,Southpaw,175.26,180.34,33,,
2708,Pawel Pawlak,0,,,,Orthodox,182.88,185.42,25,,
2707,Maximo Blanco,-2,29.75,22.5,681.25,Orthodox,172.72,180.34,30,,
2706,Ruslan Magomedov,0,,,,Orthodox,190.5,198.12,27,,
2705,TJ Dillashaw,1,41,18,507.8571429,Orthodox,167.64,170.18,28,,
2704,Dan Henderson,1,33.91666667,40.58333333,855,Orthodox,180.34,187.96,43,,
2703,Jake Ellenberger,-1,23.81818182,18.81818182,578,Orthodox,175.26,180.34,29,,
2702,Francisco Rivera,2,44,29.2,575.2,Orthodox,172.72,172.72,32,,
2701,James Krause,-1,59,46.5,558.5,Orthodox,187.96,185.42,27,,
2700,Francisco Trinaldo,1,26.66666667,23.66666667,531.5,Southpaw,175.26,177.8,35,,
2699,Katsunori Kikuno,1,23,16,900,Orthodox,172.72,167.64,32,,
2698,Chico Camus,-1,23.75,17,852.5,Orthodox,167.64,167.64,29,,
2697,Mitch Clarke,1,21.33333333,33,792,Orthodox,177.8,185.42,28,,
2696,Vinc Pichel,1,22,28.5,517.5,Orthodox,177.8,182.88,31,,
2695,Aaron Phillips,0,,,,Southpaw,175.26,177.8,24,,
2694,Li Jingliang,0,,,,Orthodox,182.88,180.34,26,,
2693,Erick Silva,1,12.42857143,14.28571429,263.7142857,Orthodox,182.88,187.96,29,,
2692,Lorenz Larkin,-1,39,40.33333333,900,Orthodox,180.34,182.88,27,,
2691,Daron Cruickshank,1,36.33333333,32.83333333,707,Switch,172.72,182.88,28,,
2690,Tim Means,-2,47.5,27,691.5,Orthodox,187.96,190.5,30,,
2689,Ruan Potts,0,,,,Orthodox,187.96,190.5,36,,
2688,Louis Smolka,1,92,60,900,Orthodox,175.26,172.72,22,,
2687,Rafael Natal,-1,37.55555556,21.33333333,778.3333333,Orthodox,182.88,193.04,31,,
2686,Darrell Montague,-1,10,28,253,Southpaw,167.64,170.18,26,,
2685,Zak Cummings,1,5,6,259,Southpaw,182.88,190.5,29,,
2684,Johnny Eduardo,1,39.5,42,900,Orthodox,170.18,180.34,35,,
2683,Nik Lentz,-1,40.46153846,34.46153846,775.1538462,Orthodox,172.72,172.72,29,,
2682,Ben Wall,-1,1,9,43,Orthodox,177.8,185.42,25,,
2681,Albert Tumenov,-1,32,50,900,Orthodox,180.34,185.42,22,,
2680,Glover Teixeira,5,41.2,17.4,389.2,Orthodox,187.96,193.04,34,,
2679,Anthony Johnson,-1,19.36363636,10.54545455,387,Orthodox,187.96,198.12,30,,
2678,Tim Boetsch,1,32.07692308,30.76923077,689.2307692,Orthodox,182.88,187.96,33,,
2677,Yancy Medeiros,-2,14.5,11,159.5,Orthodox,177.8,190.5,26,,
2676,Andre Fili,1,55,23,353,Orthodox,180.34,187.96,23,,
2675,Tim Elliott,-1,69.75,46.75,900,Southpaw,170.18,167.64,27,,
2674,Isaac Vallie-Flagg,-1,48.5,69.5,900,Orthodox,172.72,172.72,36,,
2673,Bethe Correia,1,65,54,900,Orthodox,165.1,162.56,30,,
2672,Charlie Brenneman,-3,12.44444444,12.44444444,503.5555556,Orthodox,177.8,182.88,33,,
2671,Patrick Williams,0,,,,Orthodox,172.72,185.42,32,,
2670,Travis Browne,3,16.66666667,17.55555556,339.7777778,Orthodox,198.12,200.66,31,,
2669,Liz Carmouche,-1,32.33333333,22.33333333,575.3333333,Orthodox,167.64,167.64,30,,
2668,Edson Barboza,3,40,34.5,601.625,Orthodox,180.34,190.5,28,,
2667,Yoel Romero,3,40.66666667,19.66666667,531.3333333,Southpaw,182.88,185.42,36,,
2666,Khabib Nurmagomedov,5,31.8,19.6,708.6,Orthodox,177.8,177.8,25,,
2665,Seth Baczynski,1,24.375,21.5,607.875,Orthodox,190.5,187.96,32,,
2664,Pat Healy,-4,42.25,43,699.75,Orthodox,182.88,187.96,30,,
2663,Alex White,0,,,,Southpaw,182.88,180.34,25,,
2662,Luke Zachrich,0,,,,Orthodox,187.96,187.96,32,,
2661,Hernani Perpetuo,0,,,,Orthodox,182.88,187.96,28,,
2660,Ray Borg,0,,,,Orthodox,162.56,160.02,20,,
2659,Chas Skelly,0,,,,Orthodox,180.34,182.88,28,,
2658,Jack May,0,,,,Switch,203.2,200.66,33,,
2657,Tim Kennedy,2,33.5,12.5,590,Orthodox,180.34,187.96,34,,
2656,Kyle Noke,1,22.33333333,11.16666667,363.3333333,Southpaw,185.42,193.04,34,,
2655,Elias Theodorou,0,,,,Orthodox,185.42,190.5,25,,
2654,Olivier Aubin-Mercier,0,,,,Southpaw,175.26,177.8,25,,
2653,Akira Corassani,3,31.33333333,41.33333333,608.3333333,Orthodox,172.72,172.72,31,,
2652,KJ Noons,1,49,64,900,Orthodox,177.8,182.88,31,,
2651,Leslie Smith,0,,,,Orthodox,175.26,167.64,31,,
2650,Sean O'Connell,0,,,,Orthodox,185.42,187.96,30,,
2649,Dustin Kimura,1,10.66666667,19.66666667,362.6666667,Orthodox,170.18,180.34,24,,
2648,Mike de la Torre,0,,,,Orthodox,180.34,180.34,27,,
2647,Vik Grujic,0,,,,Orthodox,180.34,185.42,37,,
2646,Chris Indich,0,,,,,177.8,185.42,26,,
2645,Tim Gorman,0,,,,Southpaw,165.1,172.72,30,,
2644,Roy Nelson,-2,18.45454545,46.45454545,527.8181818,Orthodox,182.88,182.88,37,,
2643,Tatsuya Kawajiri,1,32,19,350,Orthodox,170.18,175.26,35,,
2642,Ryan LaFlare,3,60,29.33333333,900,Southpaw,185.42,187.96,30,,
2641,Beneil Dariush,1,9,5,105,Southpaw,177.8,182.88,24,,
2640,Daniel Omielanczuk,1,49,56,798,Southpaw,182.88,187.96,31,,
2639,Trevor Smith,1,72,51.5,900,Orthodox,190.5,190.5,33,,
2638,Jim Alers,0,,,,Orthodox,175.26,180.34,27,,
2637,Johnny Bedford,-1,55.33333333,17.66666667,654,Orthodox,177.8,180.34,31,,
2636,Dan Henderson,-3,34.90909091,39.90909091,869.9090909,Orthodox,180.34,187.96,43,,
2635,CB Dollaway,-1,20.58333333,16.58333333,488.4166667,Orthodox,187.96,193.04,30,,
2634,Norman Parke,3,63.66666667,55.33333333,900,,180.34,177.8,27,,
2633,Gian Villante,1,35.5,49,507.5,Orthodox,190.5,193.04,28,,
2632,Mairbek Taisumov,1,33,26,900,Orthodox,175.26,185.42,25,,
2631,Steven Siler,-1,37,36,673.8571429,Orthodox,180.34,177.8,27,,
2630,Thiago Santos,-1,0,3,47,Orthodox,187.96,193.04,30,,
2629,Scott Jorgensen,-2,42,49.71428571,698,Orthodox,165.1,167.64,31,,
2628,Kenny Robertson,-1,28.75,26,576.5,Orthodox,177.8,187.96,30,,
2627,Hans Stringer,0,,,,Orthodox,190.5,185.42,26,,
2626,Noad Lahat,0,,,,Orthodox,175.26,175.26,29,,
2625,Robbie Lawler,3,24.2,20.6,465.8,Southpaw,180.34,187.96,31,,
2624,Tyron Woodley,1,32.33333333,29,404.6666667,Orthodox,175.26,187.96,31,,
2623,Myles Jury,4,23.75,10.75,601.25,Orthodox,177.8,185.42,25,,
2622,Hector Lombard,1,26.25,25.25,531.5,Southpaw,175.26,180.34,36,,
2621,Nikita Krylov,1,28,15,359.5,Orthodox,190.5,195.58,22,,
2620,Rick Story,1,42.07142857,22.5,719.9285714,Southpaw,175.26,180.34,29,,
2619,Jessica Andrade,1,108,69,718.5,Orthodox,154.94,157.48,22,,
2618,Jimy Hettes,1,43.75,38.75,682.25,Southpaw,175.26,180.34,26,,
2617,Alex Garcia,1,9,1,43,Orthodox,175.26,182.88,26,,
2616,Francisco Trevino,0,,,,Orthodox,175.26,177.8,32,,
2615,Justin Scoggins,1,27,2,283,Southpaw,170.18,167.64,21,,
2614,Sean Strickland,0,,,,Orthodox,185.42,193.04,23,,
2613,Rob Whiteford,-1,15,5,437,Southpaw,175.26,175.26,30,,
2612,Jimi Manuwa,3,39.66666667,24.33333333,493.6666667,Orthodox,185.42,200.66,34,,
2611,Melvin Guillard,-1,20.28571429,10.42857143,375.1428571,Orthodox,175.26,172.72,30,,
2610,Neil Seery,0,,,,Orthodox,162.56,162.56,34,,
2609,Omari Akhmedov,1,14,18,211,Orthodox,182.88,185.42,26,,
2608,Ilir Latifi,-1,18,80,900,Orthodox,177.8,185.42,30,,
2607,Mats Nilsson,0,,,,Orthodox,185.42,187.96,30,,
2606,Claudio Silva,0,,,,Southpaw,180.34,180.34,31,,
2605,Danny Mitchell,0,,,,Orthodox,187.96,187.96,27,,
2604,Louis Gaudinot,-1,33,98,737.3333333,Orthodox,160.02,160.02,29,,
2603,John Hathaway,3,47.875,23.75,822,Orthodox,185.42,190.5,26,,
2602,Zhang Lipeng,0,,,,Southpaw,180.34,180.34,23,,
2601,Shawn Jordan,-1,26.6,20.4,422.6,Southpaw,182.88,190.5,29,,
2600,Ivan Menjivar,-2,22.5,22.625,544.125,Orthodox,167.64,162.56,31,,
2599,Yui Chul Nam,0,,,,Orthodox,175.26,175.26,32,,
2598,Vaughan Lee,-1,17,19.4,526.6,Orthodox,167.64,167.64,31,,
2597,An Ying Wang,0,,,,Orthodox,182.88,,22,,
2596,Mark Eddiva,0,,,,Orthodox,172.72,172.72,28,,
2595,Sara McMann,1,8,7,246,Orthodox,167.64,167.64,33,,
2594,Patrick Cummins,0,,,,Orthodox,187.96,193.04,33,,
2593,Demian Maia,-1,18.64705882,18.70588235,657.5882353,Southpaw,185.42,182.88,36,,
2592,TJ Waldburger,-1,11.71428571,12.28571429,389.4285714,Orthodox,180.34,190.5,25,,
2591,Stephen Thompson,2,44.25,29.25,610,Orthodox,182.88,190.5,31,,
2590,Jessica Eye,-1,65,87,900,Orthodox,167.64,167.64,27,,
2589,Pedro Munhoz,0,,,,Orthodox,167.64,165.1,27,,
2588,Aljamain Sterling,0,,,,Orthodox,170.18,180.34,24,,
2587,Joshua Sampo,1,28,18,571,Orthodox,162.56,162.56,29,,
2586,Erik Koch,-2,22.5,29.5,601,Southpaw,177.8,180.34,25,,
2585,Yosdenis Cedeno,0,,,,Orthodox,172.72,175.26,29,,
2584,Gegard Mousasi,1,80,18,900,Orthodox,187.96,193.04,28,,
2583,Francis Carmont,6,26.33333333,15.83333333,733.5,Orthodox,190.5,198.12,32,,
2582,Takenori Sato,0,,,,Southpaw,177.8,180.34,28,,
2581,Nico Musoke,1,12,20,187,Orthodox,182.88,190.5,27,,
2580,Andy Ogle,-1,32.66666667,24.33333333,900,Orthodox,172.72,175.26,24,,
2579,Joe Proctor,-1,15.5,31,509.5,Orthodox,177.8,182.88,28,,
2578,Ivan Jorge,1,69,42,900,Orthodox,175.26,185.42,33,,
2577,Jesse Ronson,-1,38,19,900,Southpaw,177.8,182.88,28,,
2576,Wilson Reis,1,33,29,900,Southpaw,162.56,165.1,29,,
2575,Maximo Blanco,-1,25,17,608.3333333,Orthodox,172.72,180.34,30,,
2574,Albert Tumenov,0,,,,Orthodox,180.34,185.42,22,,
2573,Zubaira Tukhugov,0,,,,Orthodox,172.72,172.72,23,,
2572,Urijah Faber,4,48.5,36.5,882.375,Orthodox,167.64,170.18,34,,
2571,Ricardo Lamas,4,23.25,13.5,517.25,Orthodox,172.72,180.34,31,,
2570,Alistair Overeem,-2,37,13.66666667,339.6666667,Orthodox,193.04,203.2,33,,
2569,Ali Bagautinov,2,40.5,37.5,854,Orthodox,162.56,165.1,28,,
2568,Abel Trujillo,1,40.25,21,607,Orthodox,172.72,177.8,30,,
2567,Alan Patrick,1,16,7,234,Southpaw,180.34,187.96,30,,
2566,Danny Martinez,0,,,,Orthodox,167.64,170.18,28,,
2565,Tom Watson,-1,51.33333333,57.66666667,794,Orthodox,185.42,185.42,31,,
2564,Kevin Lee,0,,,,Orthodox,175.26,195.58,21,,
2563,Andy Enz,0,,,,Orthodox,190.5,198.12,22,,
2562,Rashid Magomedov,0,,,,Orthodox,175.26,177.8,29,,
2561,Gasan Umalatov,0,,,,Orthodox,180.34,180.34,31,,
2560,Josh Thomson,1,25,14.75,465.25,Orthodox,177.8,180.34,35,,
2559,Gabriel Gonzaga,2,12.58823529,14.29411765,308.1176471,Orthodox,187.96,193.04,34,,
2558,Adriano Martins,1,16,8,469,Southpaw,177.8,182.88,31,,
2557,Jeremy Stephens,2,30.29411765,26.58823529,675.3529412,Orthodox,172.72,180.34,27,,
2556,Sergio Pettis,1,81,41,900,Orthodox,167.64,175.26,20,,
2555,Yves Jabouin,1,30.33333333,25.5,681.8333333,Orthodox,170.18,172.72,34,,
2554,Yaotzin Meza,1,3,7,292,Orthodox,175.26,187.96,32,,
2553,Hugo Viana,-1,32.66666667,27,469,Orthodox,167.64,170.18,31,,
2552,Mike Rio,-2,13,13.66666667,383.6666667,Orthodox,177.8,180.34,32,,
